league,city,player_name,weekly_wage,yearly_salary,age,position,nationality
league-one,Portsmouth,Harry Jewitt-White,530,27560,18,M C,Wales
league-one,Portsmouth,Alfie Bridgman,250,13000,18,DM,England
league-one,Portsmouth,Dan Gifford,250,13000,18,"AM RC, F C",England
league-one,Portsmouth,Jamie Howell,180,9360,17,D RC,England
league-one,Portsmouth,Spencer Spurway,180,9360,17,D C,England
league-one,Portsmouth,Elliott Simpson,180,9360,16,AM RC,England
league-one,Portsmouth,Charlie Williams,180,9360,16,M C,England
league-one,Portsmouth,Adam Payce,180,9360,17,"M C, ST",England
league-one,Portsmouth,Josh Dockerill,180,9360,17,M C,England
league-one,Portsmouth,Kayden Traynor,180,9360,17,D R,England
league-one,Portsmouth,Gabriel Kamavuako,180,9360,17,AM/F C,England
league-one,Portsmouth,Billy Fuller,180,9360,17,ST,England
league-one,Portsmouth,Destiny Ojo,180,9360,17,"AM RL, ST",England
league-one,Portsmouth,Maxwell Hurst,180,9360,16,ST,England
league-one,Portsmouth,Koby Mottoh,180,9360,15,AM RL,England
league-one,Portsmouth,Kevin Bosaka,180,9360,16,AM RC,England
league-one,Portsmouth,Mitch Aston,180,9360,16,DM,England
league-one,Portsmouth,Daniel Murray,180,9360,16,DM,England
league-one,Portsmouth,Harvey Laidlaw,180,9360,16,D/WB L,England
league-one,Portsmouth,Jack Fox,180,9360,16,D RC,England
league-one,Portsmouth,Malachi Osei-Owusu,180,9360,16,GK,England
league-one,Portsmouth,Bastian Smith,180,9360,16,GK,England
league-one,Portsmouth,Brian Quarm,180,9360,16,"D/WB R, AM RC",Ghana
league-one,Reading,Baba Rahman,89000,4628000,28,D/WB L,Ghana
league-one,Reading,Jeff Hendrick,50000,2600000,30,AM RC,Ireland
league-one,Reading,Liam Moore,30000,1560000,29,D C,England
league-one,Reading,Ovie Ejaria,14000,728000,24,AM LC,England
league-one,Reading,David Button,12000,624000,33,GK,England
league-one,Reading,Abdul-Rahman Baba,8400,436800,28,LB,Ghana
league-one,Reading,Joe Lumley,6100,317200,27,GK,England
league-one,Reading,Tom McIntyre,3600,187200,23,D LC,Scotland
league-one,Reading,Andy Yiadom,3500,182000,30,D RLC,Ghana
league-one,Reading,Andy Carroll,3500,182000,33,ST,England
league-one,Reading,Junior Hoilett,3100,161200,32,WB/AM RL,Canada
league-one,Reading,Naby Sarr,2900,150800,28,D LC,France
league-one,Reading,Nesta Guinness-Walker,2900,150800,22,D/WB/M L,England
league-one,Reading,Shane Long,2600,135200,35,ST,Ireland
league-one,Reading,Tom Holmes,2600,135200,22,D RC,England
league-one,Reading,Scott Dann,2600,135200,35,D C,England
league-one,Reading,Sam Hutchinson,2600,135200,32,"D C, DM",England
league-one,Reading,Amadou Mbengue,2500,130000,20,"D C, DM",France
league-one,Reading,Dejan Tetek,2400,124800,19,DM,England
league-one,Reading,Coniah Boyce-Clarke,2400,124800,19,GK,England
league-one,Reading,Dean Bouzanis,2400,124800,31,GK,Australia
league-one,Reading,Femi Azeez,2300,119600,21,"AM RL, ST",England
league-one,Reading,Jökull Andrésson,2100,109200,20,GK,Iceland
league-one,Reading,Tyrese Fornah,1600,83200,22,DM,England
league-one,Reading,David Nyarko,1400,72800,19,"AM RLC, F C",England
league-one,Reading,Harvey Knibbs,980,50960,23,"AM RC, F C",England
league-one,Reading,Michael Craig,900,46800,19,"D C, DM",Scotland
league-one,Reading,Claudio Osorio,780,40560,19,AM C,England
league-one,Reading,Rashawn Scott,730,37960,19,AM RLC,England
league-one,Reading,Kelvin Ehibhatiomhan,700,36400,19,"AM LC, F C",England
league-one,Reading,Adrian Akande,700,36400,18,"AM RLC, F C",Nigeria
league-one,Reading,Ayyuba Jambang,700,36400,17,D R,England
league-one,Reading,Boyd Beacroft,690,35880,19,D C,England
league-one,Reading,Nahum Melvin-Lambert,670,34840,19,ST,England
league-one,Reading,Nelson Abbey,670,34840,18,D LC,England
league-one,Reading,Ethan Burnett,660,34320,20,M C,England
league-one,Reading,Jahmari Clarke,610,31720,18,ST,England
league-one,Reading,Kian Leavy,600,31200,20,AM C,Ireland
league-one,Reading,Ajani Giscombe,600,31200,17,AM C,England
league-one,Reading,Benji Purcell,590,30680,17,DM,Wales
league-one,Reading,Hamid Abdul-Salem,530,27560,18,D/WB R,England
league-one,Reading,John Clarke,510,26520,18,D/WB L,England
league-one,Reading,Jack Senga-Ngoyi,510,26520,18,"D C, DM",Belgium
league-one,Reading,Kelvin Abrefa,500,26000,18,D/WB R,England
league-one,Reading,Louie Holzman,490,25480,18,D C,England
league-one,Reading,Michael Stickland,480,24960,18,D C,England
league-one,Reading,Matt Rowley,480,24960,19,GK,England
league-one,Reading,Harvey Collins,430,22360,19,GK,England
league-one,Reading,Sam Paul,420,21840,18,D/WB R,England
league-one,Reading,Josh Green,410,21320,18,AM R,England
league-one,Reading,Lui Bradbury,390,20280,17,AM C,England
league-one,Reading,Mamadi Camará,330,17160,19,AM RLC,Guinea-Bissau
league-one,Reading,Harvey Maudner,180,9360,18,AM RLC,England
league-one,Reading,Caylan Vickers,180,9360,17,AM/F C,England
league-one,Reading,Jeremiah Okine-Peters,180,9360,17,AM RL,England
league-one,Reading,Kyle Daniel-Spray,180,9360,17,D LC,England
league-one,Reading,Aston Greaver,180,9360,16,ST,England
league-one,Reading,Harrison Furlong,180,9360,16,AM RL,England
league-one,Reading,Abraham Kanu,180,9360,17,D C,England
league-one,Reading,Jacob Borgnis,180,9360,17,DM,England
league-one,Reading,Zion Nditi,180,9360,16,D R,England
league-one,Reading,Troy Murray,180,9360,17,AM C,England
league-one,Reading,Ryley Campbell,180,9360,17,M C,England
league-one,Reading,Tom Norcott,180,9360,17,GK,England
league-one,Reading,Toby Mawer,180,9360,17,GK,England
league-one,Reading,Taylan Harris,180,9360,16,AM/F C,England
league-one,Reading,Louis Hutchings,180,9360,17,"D C, DM",England
league-one,Reading,Basil Tuma,180,9360,17,"AM R, ST",Uganda
league-one,Reading,Jack Timberlake,180,9360,16,ST,England
league-one,Reading,Shay Spencer,180,9360,16,M L,England
league-one,Reading,Jayden Porter-Atkinson,180,9360,16,"D C, DM",England
league-one,Reading,Denim Nnamudi,180,9360,16,"D C, DM",England
league-one,Reading,Joseph Barough,180,9360,16,DM,England
league-one,Reading,Aaron White,180,9360,16,D L,England
league-one,Reading,William Gutierrez Ramirez,180,9360,16,D C,England
league-one,Reading,Matthew Goulding,180,9360,16,D/WB L,England
league-one,Reading,Tyler Field,180,9360,16,WB L,England
league-one,Reading,Harrison Rhone,180,9360,16,GK,England
league-one,Shrewsbury Town,Taylor Moore,6600,343200,25,D RC,England
league-one,Shrewsbury Town,Julien Dacosta,6100,317200,26,D/WB R,France
league-one,Shrewsbury Town,Chey Dunkley,4400,228800,30,D C,England
league-one,Shrewsbury Town,Elliott Bennett,4300,223600,33,M R,England
league-one,Shrewsbury Town,Carl Winchester,3400,176800,29,"D R, DM",N.Ireland
league-one,Shrewsbury Town,Jordan Shipley,3100,161200,24,AM LC,Ireland
league-one,Shrewsbury Town,Ryan Bowman,2700,140400,30,ST,England
league-one,Shrewsbury Town,Tom Flanagan,2600,135200,30,D C,N.Ireland
league-one,Shrewsbury Town,Tom Bayliss,2600,135200,23,M RC,England
league-one,Shrewsbury Town,Christian Saydee,2400,124800,20,ST,England
league-one,Shrewsbury Town,George Nurse,2200,114400,23,D/WB L,England
league-one,Shrewsbury Town,Harry Burgoyne,2200,114400,25,GK,England
league-one,Shrewsbury Town,Marko Maroši,1900,98800,28,GK,Slovakia
league-one,Shrewsbury Town,Daniel Udoh,1400,72800,25,ST,Nigeria
league-one,Shrewsbury Town,Morgan Feeney,730,37960,23,D C,England
league-one,Shrewsbury Town,Rob Street,700,36400,20,ST,England
league-one,Shrewsbury Town,Charlie Caton,580,30160,19,ST,Wales
league-one,Shrewsbury Town,Kade Craig,480,24960,19,D C,England
league-one,Shrewsbury Town,Joshua Bailey,470,24440,17,D/WB L,England
league-one,Shrewsbury Town,Jaden Bevan,460,23920,19,GK,England
league-one,Shrewsbury Town,Josh Barlow,360,18720,18,DM,England
league-one,Shrewsbury Town,Xander Parke,220,11440,18,GK,St Kitts & Nevis
league-one,Shrewsbury Town,Savy Vicente,180,9360,17,M C,England
league-one,Shrewsbury Town,Reece Thompson,180,9360,17,GK,England
league-one,Shrewsbury Town,Dennis Antal,180,9360,17,AM C,England
league-one,Shrewsbury Town,Declan Hutchings,180,9360,16,M C,England
league-one,Shrewsbury Town,Theo Knight,180,9360,17,AM RC,England
league-one,Shrewsbury Town,Travis Hernes,180,9360,16,M C,England
league-one,Shrewsbury Town,Nana Owusu-Gyimah,180,9360,16,D R,England
league-one,Shrewsbury Town,Jude Collins,180,9360,16,M L,England
league-one,Shrewsbury Town,Ben Croft,180,9360,16,M C,England
league-one,Shrewsbury Town,Vladimir Paternoster,180,9360,16,D C,England
league-one,Shrewsbury Town,Harvey Kirby-Moore,180,9360,16,ST,England
league-one,Shrewsbury Town,Halim Bakre,180,9360,16,ST,England
league-one,Shrewsbury Town,Frankie Beckles,180,9360,16,GK,England
league-one,Shrewsbury Town,Kelechi Etienne,180,9360,17,M C,England
league-one,Shrewsbury Town,Peter Bartozzi,180,9360,16,AM/F C,England
league-one,Shrewsbury Town,Cameron Morris,180,9360,16,ST,England
league-one,Shrewsbury Town,Harvey Watts,180,9360,16,M R,England
league-one,Shrewsbury Town,Kevin Dadie,180,9360,16,ST,England
league-one,Shrewsbury Town,Nathaniel Muenda,180,9360,16,WB L,England
league-one,Shrewsbury Town,James Warner,180,9360,16,D/WB R,England
league-one,Stevenage,Alex Gilbey,4500,234000,27,"DM, AM C",England
league-one,Stevenage,Harry Anderson,3200,166400,25,"WB R, AM RL",England
league-one,Stevenage,Alex MacDonald,2500,130000,32,AM RLC,Scotland
league-one,Stevenage,Dan Sweeney,2400,124800,28,"D C, DM",England
league-one,Stevenage,Dean Campbell,2400,124800,21,"D L, DM",Scotland
league-one,Stevenage,Jordan Roberts,2100,109200,28,"AM L, ST",England
league-one,Stevenage,Jake Taylor,2100,109200,30,M RC,Wales
league-one,Stevenage,Louis Thompson,2000,104000,27,"D C, DM",Wales
league-one,Stevenage,Michael Bostwick,1900,98800,34,"D C, DM",England
league-one,Stevenage,Taye Ashby-Hammond,1600,83200,23,GK,England
league-one,Stevenage,Carl Piergianni,1400,72800,30,D C,England
league-one,Stevenage,David Amoo,1400,72800,31,"AM RL, ST",England
league-one,Stevenage,Elliott List,1300,67600,25,"AM R, ST",England
league-one,Stevenage,Aaron Chapman,1000,52000,32,GK,England
league-one,Stevenage,Kane Smith,1000,52000,26,D/WB R,England
league-one,Stevenage,Jamie Reid,960,49920,27,ST,N.Ireland
league-one,Stevenage,Arthur Read,950,49400,22,AM C,England
league-one,Stevenage,Luther James-Wildin,940,48880,24,D/WB R,Antigua & Barbuda
league-one,Stevenage,Terence Vancooten,860,44720,24,D RC,Guyana
league-one,Stevenage,Jack Smith,660,34320,20,M RC,England
league-one,Stevenage,Saxon Earley,600,31200,19,"D/WB L, DM",England
league-one,Stevenage,Alfie Williams,500,26000,19,AM C,England
league-one,Stevenage,Sam Tinubu,270,14040,17,"D L, DM",England
league-one,Stevenage,Harry Giroud,180,9360,16,ST,England
league-one,Stevenage,Freddie Stanley,180,9360,17,D L,England
league-one,Stevenage,Owen Cochrane,180,9360,17,D R,England
league-one,Stevenage,Harrison Smith,180,9360,17,ST,England
league-one,Stevenage,Jake Watkiss,180,9360,17,AM C,England
league-one,Stevenage,Theo Alexandrou,180,9360,16,"AM RL, ST",England
league-one,Wigan Athletic,Ashley Fletcher,18000,936000,26,"AM RL, ST",England
league-one,Wigan Athletic,Charlie Wyke,12000,624000,29,ST,England
league-one,Wigan Athletic,Ryan Nyambe,8000,416000,24,D RC,Namibia
league-one,Wigan Athletic,Martin Kelly,7400,384800,32,RB,England
league-one,Wigan Athletic,Nathan Broadhead,6900,358800,24,"AM RLC, F C",Wales
league-one,Wigan Athletic,Joe Bennett,6100,317200,32,D/WB L,England
league-one,Wigan Athletic,Ben Amos,5500,286000,32,GK,England
league-one,Wigan Athletic,Jason Kerr,5100,265200,25,D C,Scotland
league-one,Wigan Athletic,Josh Magennis,5100,265200,31,ST,N.Ireland
league-one,Wigan Athletic,Tom Naylor,4600,239200,31,"D C, DM",England
league-one,Wigan Athletic,Callum Lang,4400,228800,23,"AM RL, ST",England
league-one,Wigan Athletic,Max Power,3900,202800,28,"D R, DM",England
league-one,Wigan Athletic,Tom Pearce,3600,187200,24,D/WB L,England
league-one,Wigan Athletic,Sean Clare,3600,187200,25,"D C, DM, M R",England
league-one,Wigan Athletic,Gwion Edwards,3200,166400,29,"WB R, AM RL",Wales
league-one,Wigan Athletic,Jonny Smith,2100,109200,24,AM RL,England
league-one,Wigan Athletic,Rarmani Edmonds-Green,1700,88400,23,D RC,England
league-one,Wigan Athletic,Thelo Aasgaard,1600,83200,20,AM LC,Norway
league-one,Wigan Athletic,Danel Sinani,870,45240,25,AM,Luxembourg
league-one,Wigan Athletic,Scott Smith,770,40040,21,M C,Wales
league-one,Wigan Athletic,James Carragher,760,39520,19,D C,England
league-one,Wigan Athletic,Chris Sze,580,30160,18,AM/F C,England
league-one,Wigan Athletic,Joe Rodwell-Grant,510,26520,19,ST,England
league-one,Wigan Athletic,Abdi Sharif,500,26000,21,"D R, DM",England
league-one,Wigan Athletic,Luke Brennan,490,25480,20,AM RL,England
league-one,Wigan Athletic,Baba Adeeko,490,25480,19,DM,Ireland
league-one,Wigan Athletic,Harry McHugh,430,22360,19,AM C,England
league-one,Wigan Athletic,Charlie Hughes,430,22360,18,D C,England
league-one,Wigan Athletic,Josh Stones,410,21320,18,ST,England
league-one,Wigan Athletic,Kieran Lloyd,400,20800,19,D/WB R,England
league-one,Wigan Athletic,Matthew Wonnacott,380,19760,17,GK,England
league-one,Wigan Athletic,Ethan Mitchell,360,18720,18,"D C, DM",England
league-one,Wigan Athletic,Sam Tickle,320,16640,20,GK,England
league-one,Wigan Athletic,Joe Adams,310,16120,18,M C,England
league-one,Wigan Athletic,Youssef Chentouf,260,13520,18,"AM RL, ST",Morocco
league-one,Wigan Athletic,Dylan Dwyer,250,13000,17,D L,England
league-one,Wigan Athletic,Tom Watson,210,10920,17,GK,England
league-one,Wigan Athletic,Owen Mooney,180,9360,18,GK,England
league-one,Wigan Athletic,Steven Sumner,180,9360,17,D C,England
league-one,Wigan Athletic,Ruben Grewal,180,9360,16,AM C,England
league-one,Wigan Athletic,Nathan Sandison,180,9360,16,AM/F C,England
league-one,Wigan Athletic,Sam Gill,180,9360,16,"D C, M C",England
league-one,Wigan Athletic,Jarma Mohamed,180,9360,16,M C,England
league-one,Wigan Athletic,Jack Reilly,180,9360,18,D R,England
league-one,Wigan Athletic,Harry Rimmer,180,9360,16,M C,England
league-one,Wigan Athletic,Callum Jones,180,9360,16,D R,England
league-one,Wigan Athletic,Kylan Depeiaza,180,9360,16,ST,England
league-one,Wigan Athletic,Kyle Worsley,180,9360,17,ST,England
league-one,Wigan Athletic,Kai Payne,180,9360,17,"D C, DM",England
league-one,Wigan Athletic,Troy Malunda,180,9360,16,DM,England
league-one,Wigan Athletic,Matthew Eckersall,180,9360,16,AM C,England
league-one,Wigan Athletic,Harry Campbell,180,9360,16,GK,England
league-one,Wigan Athletic,Danny Welsby,180,9360,17,ST,England
league-one,Wigan Athletic,Luca Latona,180,9360,18,D/WB L,England
league-one,Wigan Athletic,Eko Solomon,180,9360,16,D/WB/M L,England
league-one,Wigan Athletic,Ewan Hampson,180,9360,16,D L,England
league-one,Wigan Athletic,Kristian Knowles,180,9360,17,AM/F C,England
league-one,Wigan Athletic,Matthew Corran,180,9360,17,GK,England
league-one,Wycombe Wanderers,Alfie Mawson,8500,442000,28,D C,England
league-one,Wycombe Wanderers,Daryl Horgan,5400,280800,29,AM RL,Ireland
league-one,Wycombe Wanderers,Josh Scowen,5100,265200,29,DM,England
league-one,Wycombe Wanderers,Richard Keogh,4700,244400,35,D C,Ireland
league-one,Wycombe Wanderers,Dominic Gape,4400,228800,27,DM,England
league-one,Wycombe Wanderers,Joe Jacobson,4100,213200,35,D LC,Wales
league-one,Wycombe Wanderers,Sullay Kaikai,3600,187200,26,"AM LC, F C",Sierra Leone
league-one,Wycombe Wanderers,Anis Mehmeti,3500,182000,21,AM C,Albania
league-one,Wycombe Wanderers,David Wheeler,3400,176800,31,"DM, M RC",England
league-one,Wycombe Wanderers,Jason McCarthy,3100,161200,26,D/WB R,England
league-one,Wycombe Wanderers,Jack Grimmer,3100,161200,28,D RC,Scotland
league-one,Wycombe Wanderers,Ryan Tafazolli,2700,140400,30,D C,England
league-one,Wycombe Wanderers,Brandon Hanlan,2500,130000,25,ST,England
league-one,Wycombe Wanderers,Garath McCleary,2200,114400,35,AM RLC,Jamaica
league-one,Wycombe Wanderers,Jack Wakely,2100,109200,21,D C,England
league-one,Wycombe Wanderers,Luke Leahy,2000,104000,29,DM,England
league-one,Wycombe Wanderers,Maksymilian Stryjek,1900,98800,25,GK,Poland
league-one,Wycombe Wanderers,Jack Young,1100,57200,21,DM,England
league-one,Wycombe Wanderers,Chris Forino,880,45760,22,D C,England
league-one,Wycombe Wanderers,Ali Al-Hamadi,750,39000,20,ST,Iraq
league-one,Wycombe Wanderers,Charles Hagan,680,35360,20,"AM R, ST",England
league-one,Wycombe Wanderers,Tjay De Barr,660,34320,22,"AM R, ST",Gibraltar
league-one,Wycombe Wanderers,Jasper Pattenden,610,31720,20,AM L,England
league-one,Wycombe Wanderers,Sam Vokes,600,31200,32,ST,Wales
league-one,Wycombe Wanderers,Adam Leathers,600,31200,20,M C,England
league-one,Wycombe Wanderers,Ben Kaninda,590,30680,18,D C,England
league-one,Wycombe Wanderers,Antoine Makoli,500,26000,19,D R,England
league-one,Wycombe Wanderers,Tyla Dickinson,460,23920,21,GK,England
league-one,Wycombe Wanderers,Arnold Matshazi,450,23400,18,AM R,England
league-one,Wycombe Wanderers,Luca Woodhouse,440,22880,17,M C,England
league-one,Wycombe Wanderers,Christie Ward,430,22360,18,AM R,England
league-one,Wycombe Wanderers,Josh Blunkell,360,18720,18,GK,England
